close_time,open,high,low,close,volume,trade_count
2017-08-18 09:59:59.999,4293.09,4293.09,4193.7,4259.4,74.368943,225
2017-08-18 10:59:59.999,4259.4,4259.4,4200.0,4236.89,39.947717,199
2017-08-18 11:59:59.999,4234.54,4283.79,4234.54,4250.34,45.038824,197
2017-08-18 12:59:59.999,4250.34,4250.34,4066.53,4193.35,62.691466,164
2017-08-18 13:59:59.999,4171.17,4297.75,4117.41,4117.41,25.318654,174
2017-08-18 14:59:59.999,4086.28,4136.48,4015.7,4136.28,60.598026,218
2017-08-18 15:59:59.999,4135.0,4135.0,3981.13,4021.11,19.968037,155
2017-08-18 16:59:59.999,4015.4,4015.4,3938.77,3975.69,14.738631,154
2017-08-18 17:59:59.999,3996.92,4131.83,3938.77,4113.75,29.906205,209
2017-08-18 18:59:59.999,4106.35,4136.48,4085.88,4108.37,44.936836,214
2017-08-18 19:59:59.999,4108.37,4178.31,4084.28,4163.49,41.308877,196
2017-08-18 20:59:59.999,4163.49,4184.69,4143.11,4148.53,28.835177,146
2017-08-18 21:59:59.999,4148.53,4184.0,4148.53,4156.39,18.754474,121
2017-08-18 22:59:59.999,4180.0,4180.0,4103.52,4138.55,19.61192,122
2017-08-18 23:59:59.999,4138.5,4156.0,4046.26,4068.26,17.353232,98
2017-08-19 00:59:59.999,4123.95,4123.95,4027.83,4077.0,12.514194,66
2017-08-19 01:59:59.999,4077.0,4082.0,3986.87,3986.87,51.455431,167
2017-08-19 02:59:59.999,3969.12,4033.47,3933.21,4033.47,31.429222,162
2017-08-19 03:59:59.999,4033.47,4064.84,3964.08,3999.0,18.006405,112
2017-08-19 04:59:59.999,3999.0,4082.25,3999.0,4068.2,5.184223,48
2017-08-19 05:59:59.999,4054.0,4082.0,3982.08,4000.58,5.886831,59
2017-08-19 06:59:59.999,4016.0,4033.0,3850.0,3957.6,48.178583,262
2017-08-19 07:59:59.999,3945.12,4095.0,3928.89,4095.0,22.230984,173
2017-08-19 08:59:59.999,4095.0,4100.0,4035.49,4039.84,12.705664,54
2017-08-19 09:59:59.999,4066.0,4068.31,4013.7,4042.41,4.334426,34
2017-08-19 10:59:59.999,4036.59,4063.44,3964.67,3972.05,8.244504,59
2017-08-19 11:59:59.999,4036.19,4049.69,3953.4,4000.0,4.084177,39
2017-08-19 12:59:59.999,3985.0,4048.99,3976.72,4027.37,3.069548,25
2017-08-19 13:59:59.999,4013.69,4096.0,4013.69,4086.29,17.148202,75
2017-08-19 14:59:59.999,4073.47,4103.92,4073.47,4076.12,1.623129,22
2017-08-19 15:59:59.999,4088.71,4103.92,4051.47,4075.98,2.98757,34
2017-08-19 16:59:59.999,4075.98,4149.99,4074.23,4074.23,3.952194,35
2017-08-19 17:59:59.999,4090.0,4141.0,4090.0,4139.98,2.358097,36
2017-08-19 18:59:59.999,4120.78,4139.98,4120.78,4139.98,0.052699,8
2017-08-19 19:59:59.999,4120.98,4139.98,4044.0,4086.09,2.343924,25
2017-08-19 20:59:59.999,4086.09,4086.09,4052.82,4082.53,1.061151,23
2017-08-19 21:59:59.999,4096.33,4124.69,4082.62,4124.69,2.858561,28
2017-08-19 22:59:59.999,4111.26,4111.26,4094.62,4094.62,0.347647,3
2017-08-19 23:59:59.999,4094.62,4094.62,4091.8,4093.0,0.809243,37
2017-08-20 00:59:59.999,4087.0,4142.16,4087.0,4117.41,10.743056,69
2017-08-20 01:59:59.999,4117.41,4117.41,4081.19,4115.41,2.915551,43
2017-08-20 02:59:59.999,4081.4,4156.56,4081.4,4155.87,14.13606,126
2017-08-20 03:59:59.999,4155.87,4211.08,4032.62,4184.73,17.395516,142
2017-08-20 04:59:59.999,4155.0,4158.61,4155.0,4155.0,0.39588,9
2017-08-20 05:59:59.999,4140.0,4142.41,4109.84,4142.41,0.947044,11
2017-08-20 06:59:59.999,4104.68,4125.44,4080.0,4106.53,17.281503,106
2017-08-20 07:59:59.999,4106.53,4125.43,4080.0,4108.47,2.76584,48
2017-08-20 08:59:59.999,4125.0,4125.0,4063.35,4063.35,1.258162,5
2017-08-20 09:59:59.999,4096.32,4096.32,4068.5,4096.32,1.46565,14
2017-08-20 10:59:59.999,4100.0,4125.0,4100.0,4125.0,23.623614,61
2017-08-20 11:59:59.999,4125.0,4150.0,4091.59,4131.46,23.366978,85
2017-08-20 12:59:59.999,4131.46,4138.07,4101.4,4129.0,49.216664,232
2017-08-20 13:59:59.999,4129.32,4158.61,4116.0,4154.56,48.088875,185
2017-08-20 14:59:59.999,4154.56,4185.94,4144.85,4164.6,49.323,187
2017-08-20 15:59:59.999,4161.59,4171.62,4116.0,4140.93,53.437635,208
2017-08-20 16:59:59.999,4140.93,4156.56,4128.75,4150.0,35.727424,215
2017-08-20 17:59:59.999,4162.59,4169.98,4132.31,4169.98,38.098577,216
2017-08-20 18:59:59.999,4151.14,4171.62,4069.13,4086.29,69.475467,243
2017-08-20 19:59:59.999,4069.13,4119.62,4062.78,4108.28,53.091325,269
2017-08-20 20:59:59.999,4108.28,4114.86,4080.66,4094.6,55.969147,225
2017-08-20 21:59:59.999,4094.6,4109.26,4039.0,4079.94,58.961149,212
2017-08-20 22:59:59.999,4079.94,4104.68,4048.74,4084.76,52.816522,225
2017-08-20 23:59:59.999,4079.26,4104.68,4047.75,4104.68,39.490772,238
2017-08-21 00:59:59.999,4104.68,4104.68,4011.02,4016.9,67.180302,277
2017-08-21 01:59:59.999,4011.04,4032.01,3953.4,3982.96,66.697745,355
2017-08-21 02:59:59.999,3982.96,4055.92,3970.63,4043.63,49.20631,330
2017-08-21 03:59:59.999,4043.63,4055.92,4010.78,4036.3,54.912335,198
2017-08-21 04:59:59.999,4036.3,4077.07,4035.82,4074.0,3.904708,53
2017-08-21 05:59:59.999,4066.0,4088.12,4066.0,4088.1,5.090504,100
2017-08-21 06:59:59.999,4063.0,4063.0,4000.01,4023.11,14.970767,103
2017-08-21 07:59:59.999,4023.11,4023.11,4000.0,4000.0,6.47768,96
2017-08-21 08:59:59.999,4000.0,4023.11,3934.43,3951.49,22.207985,180
2017-08-21 09:59:59.999,3914.59,4023.11,3911.79,3989.17,7.695301,103
2017-08-21 10:59:59.999,3967.5,4022.0,3920.55,4022.0,7.38183,100
2017-08-21 11:59:59.999,4005.99,4029.05,3951.26,4029.05,7.316543,70
2017-08-21 12:59:59.999,4019.99,4029.06,3951.26,4016.2,5.072528,66
2017-08-21 13:59:59.999,3997.57,4029.06,3918.8,3918.8,3.884477,73
2017-08-21 14:59:59.999,3918.8,4042.11,3918.8,4027.05,8.193382,121
2017-08-21 15:59:59.999,4027.05,4042.11,3950.0,4025.04,32.108599,164
2017-08-21 16:59:59.999,4025.04,4070.49,4007.51,4039.1,39.356712,194
2017-08-21 17:59:59.999,4039.1,4041.23,4008.63,4041.1,18.792654,113
2017-08-21 18:59:59.999,4025.0,4031.87,3987.5,4016.0,10.963783,107
2017-08-21 19:59:59.999,4016.0,4016.0,3789.95,3790.0,60.339017,285
2017-08-21 20:59:59.999,3790.0,3890.51,3688.97,3700.0,30.126509,237
2017-08-21 21:59:59.999,3700.0,3849.98,3689.0,3849.98,8.334604,130
2017-08-21 22:59:59.999,3822.5,3862.39,3802.53,3862.39,15.885216,79
2017-08-21 23:59:59.999,3863.0,3868.57,3450.98,3500.8,28.666039,138
2017-08-22 00:59:59.999,3500.8,3695.62,3400.0,3626.99,14.49939,93
2017-08-22 01:59:59.999,3619.95,3854.46,3619.95,3803.0,62.096369,295
2017-08-22 02:59:59.999,3803.0,3803.0,3733.8,3798.08,61.959721,409
2017-08-22 03:59:59.999,3798.08,3805.76,3750.08,3794.12,36.868111,265
2017-08-22 04:59:59.999,3794.12,3920.31,3775.01,3904.56,76.172178,303
2017-08-22 05:59:59.999,3904.56,3904.56,3826.12,3844.08,59.322181,461
2017-08-22 06:59:59.999,3844.07,3905.56,3841.18,3866.48,49.368766,437
2017-08-22 07:59:59.999,3866.48,3990.12,3853.53,3934.01,75.787584,605
2017-08-22 08:59:59.999,3949.01,3964.75,3874.35,3920.99,38.623871,437
2017-08-22 09:59:59.999,3874.38,3920.99,3786.81,3849.0,26.182528,236
2017-08-22 10:59:59.999,3829.5,3921.63,3810.07,3858.23,38.764438,193
2017-08-22 11:59:59.999,3858.23,3952.89,3853.47,3905.84,34.779778,162
2017-08-22 12:59:59.999,3905.84,3998.99,3888.79,3943.0,45.279128,234
2017-08-22 13:59:59.999,3944.0,4104.82,3944.0,4043.76,45.132143,309
2017-08-22 14:59:59.999,4071.22,4101.24,3984.23,3984.24,34.344606,312
2017-08-22 15:59:59.999,3984.5,4061.54,3953.13,3960.29,30.512424,187
2017-08-22 16:59:59.999,3960.29,4038.96,3946.67,3946.67,21.285573,154
2017-08-22 17:59:59.999,3999.96,4046.11,3944.04,4002.0,31.264903,289
2017-08-22 18:59:59.999,4009.1,4045.0,3944.03,4040.0,41.089781,244
2017-08-22 19:59:59.999,4040.0,4077.18,4013.89,4036.0,23.850037,197
2017-08-22 20:59:59.999,4048.1,4100.0,4035.38,4100.0,46.57641,215
2017-08-22 21:59:59.999,4101.53,4127.99,4049.74,4083.72,45.835226,369
2017-08-22 22:59:59.999,4083.72,4126.99,4050.04,4100.41,43.396711,216
2017-08-22 23:59:59.999,4084.54,4115.87,4054.01,4083.6,37.869418,278
2017-08-23 00:59:59.999,4084.0,4110.0,4053.18,4053.18,32.819431,230
2017-08-23 01:59:59.999,4064.0,4099.99,4035.32,4080.0,35.942493,262
2017-08-23 02:59:59.999,4089.45,4098.88,4052.49,4074.88,35.208261,341
2017-08-23 03:59:59.999,4081.63,4124.0,4057.0,4124.0,37.697918,252
2017-08-23 04:59:59.999,4123.88,4242.32,4100.15,4203.12,40.181197,220
2017-08-23 05:59:59.999,4208.11,4228.02,4188.63,4228.02,24.062874,203
2017-08-23 06:59:59.999,4203.12,4237.99,4174.09,4237.99,33.082033,378
2017-08-23 07:59:59.999,4205.98,4265.8,4174.0,4215.68,62.63869,641
2017-08-23 08:59:59.999,4215.68,4230.92,4155.0,4211.0,81.248254,1038
2017-08-23 09:59:59.999,4166.89,4212.29,4154.51,4174.0,58.313942,659
2017-08-23 10:59:59.999,4174.0,4226.95,4150.65,4197.05,35.159683,263
2017-08-23 11:59:59.999,4226.94,4259.58,4197.05,4210.03,71.149755,1103
2017-08-23 12:59:59.999,4220.56,4231.0,4166.27,4166.27,39.170494,317
2017-08-23 13:59:59.999,4166.27,4191.71,4135.38,4143.37,31.864933,218
2017-08-23 14:59:59.999,4143.37,4168.9,4103.51,4117.07,32.452403,218
2017-08-23 15:59:59.999,4136.48,4136.48,4073.41,4118.4,42.757657,239
2017-08-23 16:59:59.999,4105.25,4178.65,4090.0,4090.0,41.068084,258
2017-08-23 17:59:59.999,4090.0,4152.0,4069.8,4114.2,27.138664,249
2017-08-23 18:59:59.999,4151.88,4169.99,4113.79,4114.01,41.651997,265
2017-08-23 19:59:59.999,4147.0,4154.55,4114.08,4131.0,30.111736,222
2017-08-23 20:59:59.999,4132.0,4195.0,4113.9,4140.91,30.566278,206
2017-08-23 21:59:59.999,4141.88,4204.55,4131.92,4131.92,27.829502,291
2017-08-23 22:59:59.999,4146.97,4163.59,4085.01,4113.58,35.012634,184
2017-08-23 23:59:59.999,4113.58,4148.19,4090.39,4113.98,32.247571,224
2017-08-24 00:59:59.999,4113.98,4177.64,4113.49,4132.09,28.158769,215
2017-08-24 01:59:59.999,4132.09,4177.18,4131.91,4133.42,29.921536,187
2017-08-24 02:59:59.999,4153.97,4173.99,4133.41,4153.32,32.851584,163
2017-08-24 03:59:59.999,4153.8,4206.88,4153.32,4200.0,32.275428,214
2017-08-24 04:59:59.999,4200.0,4224.0,4150.0,4165.01,38.916346,382
2017-08-24 05:59:59.999,4166.0,4250.94,4165.01,4173.98,66.494552,774
2017-08-24 06:59:59.999,4173.98,4215.74,4166.67,4202.0,33.800162,344
2017-08-24 07:59:59.999,4211.78,4224.64,4136.33,4150.89,31.360472,342
2017-08-24 08:59:59.999,4167.69,4184.48,4148.78,4157.74,38.640678,353
2017-08-24 09:59:59.999,4173.11,4250.9,4157.74,4221.0,52.315975,402
2017-08-24 10:59:59.999,4235.9,4250.78,4196.01,4222.0,24.680217,167
2017-08-24 11:59:59.999,4223.06,4250.71,4207.86,4215.0,29.31562,231
2017-08-24 12:59:59.999,4225.5,4236.0,4178.22,4188.18,27.542633,246
2017-08-24 13:59:59.999,4188.18,4221.0,4179.22,4221.0,28.000581,164
2017-08-24 14:59:59.999,4234.0,4250.77,4206.61,4216.07,26.720524,198
2017-08-24 15:59:59.999,4216.1,4245.0,4193.17,4193.5,22.598965,157
2017-08-24 16:59:59.999,4208.1,4234.0,4205.87,4207.0,23.743291,231
2017-08-24 17:59:59.999,4207.0,4330.61,4206.11,4326.23,28.537979,163
2017-08-24 18:59:59.999,4326.24,4371.68,4297.76,4316.01,35.77572,187
2017-08-24 19:59:59.999,4316.01,4369.0,4310.59,4366.0,48.189784,632
2017-08-24 20:59:59.999,4368.0,4370.0,4328.58,4333.01,36.700204,475
2017-08-24 21:59:59.999,4333.01,4363.71,4328.58,4363.71,27.696571,224
2017-08-24 22:59:59.999,4346.14,4363.71,4295.75,4312.69,28.517967,180
2017-08-24 23:59:59.999,4312.69,4362.0,4310.2,4310.2,30.476973,322
2017-08-25 00:59:59.999,4296.63,4340.0,4281.04,4281.04,17.86787,152
2017-08-25 01:59:59.999,4294.79,4333.96,4267.5,4302.72,31.839845,219
2017-08-25 02:59:59.999,4302.72,4335.0,4300.0,4329.0,21.324855,232
2017-08-25 03:59:59.999,4317.81,4354.35,4316.54,4332.17,21.362133,164
2017-08-25 04:59:59.999,4332.17,4352.0,4332.17,4344.56,12.23636,187
2017-08-25 05:59:59.999,4344.56,4344.56,4298.74,4314.33,15.039453,127
2017-08-25 06:59:59.999,4331.67,4361.28,4313.0,4361.27,25.795114,216
2017-08-25 07:59:59.999,4361.27,4361.27,4261.13,4309.69,110.998609,1891
2017-08-25 08:59:59.999,4311.69,4345.0,4297.66,4312.0,20.801018,188
2017-08-25 09:59:59.999,4303.82,4340.0,4291.52,4305.0,10.610266,139
2017-08-25 10:59:59.999,4321.5,4422.29,4321.5,4394.36,21.796763,189
2017-08-25 11:59:59.999,4394.36,4453.91,4375.29,4447.31,17.78478,179
2017-08-25 12:59:59.999,4414.01,4424.99,4372.29,4402.32,15.893944,163
2017-08-25 13:59:59.999,4409.44,4449.44,4388.88,4449.44,9.302407,123
2017-08-25 14:59:59.999,4406.35,4420.0,4284.11,4307.17,9.418199,53
2017-08-25 15:59:59.999,4326.0,4326.0,4247.48,4286.29,11.559022,142
2017-08-25 16:59:59.999,4286.29,4336.13,4250.08,4288.99,9.574153,112
2017-08-25 17:59:59.999,4288.99,4365.0,4288.99,4303.37,8.952755,134
2017-08-25 18:59:59.999,4304.02,4343.18,4280.68,4280.68,9.873695,111
2017-08-25 19:59:59.999,4280.71,4315.0,4274.33,4281.0,5.1987,67
2017-08-25 20:59:59.999,4305.5,4315.0,4282.0,4284.0,4.259218,41
2017-08-25 21:59:59.999,4284.0,4305.75,4260.62,4266.04,14.611868,143
2017-08-25 22:59:59.999,4245.01,4297.94,4228.99,4297.94,17.568782,174
2017-08-25 23:59:59.999,4297.94,4297.94,4271.51,4297.94,0.546526,15
2017-08-26 00:59:59.999,4297.94,4319.67,4252.44,4295.75,16.850711,131
2017-08-26 01:59:59.999,4307.72,4319.7,4280.81,4319.7,8.943147,79
2017-08-26 02:59:59.999,4308.82,4319.7,4297.94,4319.7,2.366904,39
2017-08-26 03:59:59.999,4319.7,4319.7,4318.74,4319.7,1.611675,5
2017-08-26 04:59:59.999,4318.74,4318.74,4260.88,4274.84,14.725799,94
2017-08-26 05:59:59.999,4289.12,4317.99,4289.12,4292.8,6.291791,47
2017-08-26 06:59:59.999,4307.5,4317.99,4287.79,4288.72,13.523816,96
2017-08-26 07:59:59.999,4288.72,4306.74,4234.42,4243.98,15.687533,155
2017-08-26 08:59:59.999,4260.41,4295.0,4221.14,4261.89,9.437559,78
2017-08-26 09:59:59.999,4258.53,4274.0,4242.04,4274.0,4.299722,48
2017-08-26 10:59:59.999,4274.0,4275.0,4246.96,4275.0,5.23017,83
2017-08-26 11:59:59.999,4275.0,4275.0,4212.41,4265.97,10.517696,65
2017-08-26 12:59:59.999,4265.97,4272.99,4230.02,4255.19,8.880594,129
2017-08-26 13:59:59.999,4255.19,4273.0,4236.51,4272.0,5.581725,80
2017-08-26 14:59:59.999,4272.0,4351.32,4258.51,4293.52,22.451093,276
2017-08-26 15:59:59.999,4293.52,4335.06,4279.0,4333.56,10.696855,107
2017-08-26 16:59:59.999,4345.0,4345.0,4288.1,4313.98,12.215516,134
2017-08-26 17:59:59.999,4323.06,4330.0,4288.09,4300.0,8.406972,87
2017-08-26 18:59:59.999,4288.1,4367.0,4288.09,4337.44,8.203696,87
2017-08-26 19:59:59.999,4332.51,4368.2,4315.52,4354.0,18.541335,184
2017-08-26 20:59:59.999,4339.0,4383.03,4338.93,4379.32,19.411818,227
2017-08-26 21:59:59.999,4379.5,4400.0,4368.1,4368.1,10.683409,151
2017-08-26 22:59:59.999,4379.24,4379.24,4314.91,4314.91,14.343826,169
2017-08-26 23:59:59.999,4329.19,4370.85,4303.02,4328.0,12.739895,211
2017-08-27 00:59:59.999,4328.0,4342.19,4293.42,4320.52,13.12702,120
2017-08-27 01:59:59.999,4314.9,4344.9,4314.89,4314.9,13.076941,94
2017-08-27 02:59:59.999,4335.11,4342.96,4298.75,4313.84,8.534343,75
2017-08-27 03:59:59.999,4331.29,4352.34,4302.12,4302.14,16.116807,214
2017-08-27 04:59:59.999,4323.9,4345.81,4302.11,4320.81,12.868744,199
2017-08-27 05:59:59.999,4330.0,4330.0,4285.56,4302.73,13.820714,264
2017-08-27 06:59:59.999,4323.87,4344.99,4285.8,4323.37,14.332417,186
2017-08-27 07:59:59.999,4340.0,4340.0,4298.66,4298.66,11.000033,90
2017-08-27 08:59:59.999,4314.11,4333.68,4285.54,4312.69,11.898816,170
2017-08-27 09:59:59.999,4312.69,4324.36,4295.89,4312.19,5.183741,69
2017-08-27 10:59:59.999,4312.19,4335.0,4295.28,4325.0,7.194834,119
2017-08-27 11:59:59.999,4290.01,4339.99,4290.01,4306.0,10.847071,131
2017-08-27 12:59:59.999,4339.99,4370.92,4306.01,4340.0,21.115132,210
2017-08-27 13:59:59.999,4369.0,4370.92,4335.0,4368.41,5.624452,88
2017-08-27 14:59:59.999,4370.42,4386.78,4327.62,4368.41,34.524605,159
2017-08-27 15:59:59.999,4336.12,4386.79,4336.12,4345.0,29.236913,182
2017-08-27 16:59:59.999,4386.0,4386.0,4336.09,4370.0,16.746505,173
2017-08-27 17:59:59.999,4350.0,4371.42,4315.16,4315.16,11.039354,63
2017-08-27 18:59:59.999,4367.4,4367.4,4309.6,4310.01,18.68386,122
2017-08-27 19:59:59.999,4310.01,4326.99,4282.2,4282.2,29.532451,311
2017-08-27 20:59:59.999,4282.2,4317.2,4265.45,4280.04,26.815334,143
2017-08-27 21:59:59.999,4280.04,4330.36,4258.78,4295.0,7.809995,88
2017-08-27 22:59:59.999,4295.0,4310.0,4239.36,4239.37,9.137575,87
2017-08-27 23:59:59.999,4239.36,4252.76,4124.54,4227.0,39.354378,404
2017-08-28 00:59:59.999,4251.92,4251.92,4150.1,4169.01,21.490094,221
2017-08-28 01:59:59.999,4223.8,4282.07,4199.01,4221.04,16.856597,156
2017-08-28 02:59:59.999,4221.04,4297.11,4207.42,4261.9,16.696129,132
2017-08-28 03:59:59.999,4261.9,4305.0,4239.15,4252.7,22.834958,134
2017-08-28 04:59:59.999,4252.7,4298.83,4226.93,4227.0,18.001161,145
2017-08-28 05:59:59.999,4240.0,4317.21,4240.0,4290.77,36.987361,178
2017-08-28 06:59:59.999,4290.77,4365.4,4288.07,4308.0,43.898554,213
2017-08-28 07:59:59.999,4309.0,4347.0,4271.86,4280.0,34.096299,218
2017-08-28 08:59:59.999,4280.0,4347.0,4279.82,4347.0,20.362853,176
2017-08-28 09:59:59.999,4295.32,4320.9,4279.82,4291.13,32.232606,168
2017-08-28 10:59:59.999,4291.13,4315.0,4271.03,4273.59,35.166793,217
2017-08-28 11:59:59.999,4317.2,4341.99,4273.59,4322.65,23.266611,144
2017-08-28 12:59:59.999,4322.65,4370.45,4313.66,4324.67,41.915697,243
2017-08-28 13:59:59.999,4324.64,4362.99,4307.22,4312.7,18.666938,163
2017-08-28 14:59:59.999,4312.69,4361.37,4312.69,4321.65,23.376431,207
2017-08-28 15:59:59.999,4321.65,4339.8,4290.18,4312.43,13.371582,129
2017-08-28 16:59:59.999,4312.43,4349.98,4312.43,4331.47,20.517059,165
2017-08-28 17:59:59.999,4346.76,4399.82,4331.45,4353.32,22.749447,135
2017-08-28 18:59:59.999,4353.32,4386.69,4350.7,4386.69,28.704713,172
2017-08-28 19:59:59.999,4353.65,4386.68,4331.46,4349.44,20.287086,144
2017-08-28 20:59:59.999,4349.44,4386.69,4331.47,4349.54,20.222747,177
2017-08-28 21:59:59.999,4349.55,4359.99,4314.35,4314.78,17.146541,79
2017-08-28 22:59:59.999,4359.99,4383.99,4315.93,4376.99,21.2057,218
2017-08-28 23:59:59.999,4363.48,4383.98,4358.5,4363.16,27.492272,149
2017-08-29 00:59:59.999,4363.16,4404.05,4343.49,4356.76,30.538295,216
2017-08-29 01:59:59.999,4356.76,4389.49,4343.48,4363.21,30.45445,213
2017-08-29 02:59:59.999,4389.44,4404.07,4313.55,4329.02,39.971942,316
2017-08-29 03:59:59.999,4328.12,4382.99,4328.12,4352.52,25.94743,196
2017-08-29 04:59:59.999,4352.52,4379.99,4329.59,4367.4,30.624444,189
2017-08-29 05:59:59.999,4367.4,4368.47,4329.57,4346.86,11.083362,141
2017-08-29 06:59:59.999,4346.86,4417.61,4333.2,4368.5,20.396193,175
2017-08-29 07:59:59.999,4368.5,4436.94,4347.59,4408.08,41.237112,237
2017-08-29 08:59:59.999,4417.07,4625.85,4408.09,4580.0,34.373514,225
2017-08-29 09:59:59.999,4581.61,4599.96,4530.87,4545.87,19.220643,119
2017-08-29 10:59:59.999,4545.86,4597.97,4545.75,4570.0,33.933302,258
2017-08-29 11:59:59.999,4569.65,4584.0,4503.92,4503.92,30.890227,169
2017-08-29 12:59:59.999,4505.0,4555.55,4496.95,4555.55,36.10073,197
2017-08-29 13:59:59.999,4533.47,4555.54,4511.45,4536.63,25.692199,164
2017-08-29 14:59:59.999,4536.64,4555.55,4521.01,4555.55,34.531074,221
2017-08-29 15:59:59.999,4540.0,4597.0,4535.09,4577.54,13.587935,97
2017-08-29 16:59:59.999,4563.5,4624.99,4550.09,4618.93,25.897683,128
2017-08-29 17:59:59.999,4618.92,4618.92,4564.77,4591.88,4.539268,72
2017-08-29 18:59:59.999,4590.0,4619.6,4564.81,4587.48,8.170879,59
2017-08-29 19:59:59.999,4564.52,4599.78,4527.45,4575.23,26.272797,219
2017-08-29 20:59:59.999,4576.23,4619.99,4576.22,4597.55,45.780881,196
2017-08-29 21:59:59.999,4597.54,4615.55,4565.33,4604.12,25.84694,237
2017-08-29 22:59:59.999,4586.66,4618.3,4582.6,4583.61,21.524412,119
2017-08-29 23:59:59.999,4600.0,4625.0,4579.61,4579.61,44.07068,228
2017-08-30 00:59:59.999,4599.52,4617.0,4558.89,4590.49,34.419046,161
2017-08-30 01:59:59.999,4590.49,4647.51,4575.55,4588.0,39.341436,184
2017-08-30 02:59:59.999,4588.0,4632.0,4550.01,4550.02,31.720289,214
2017-08-30 03:59:59.999,4550.0,4597.0,4542.42,4552.69,22.727698,136
2017-08-30 04:59:59.999,4566.35,4589.77,4482.0,4482.0,30.342395,154
2017-08-30 05:59:59.999,4502.17,4538.09,4416.01,4477.1,80.929427,798
2017-08-30 06:59:59.999,4538.09,4569.0,4470.23,4498.35,42.152308,249
2017-08-30 07:59:59.999,4537.0,4592.76,4416.16,4570.0,52.59406,359
2017-08-30 08:59:59.999,4561.06,4588.0,4532.5,4585.31,40.357743,318
2017-08-30 09:59:59.999,4584.0,4589.67,4531.48,4558.16,33.248825,194
2017-08-30 10:59:59.999,4549.08,4575.18,4516.95,4546.77,36.812853,329
2017-08-30 11:59:59.999,4555.0,4598.08,4546.74,4589.99,28.328046,202
2017-08-30 12:59:59.999,4546.75,4600.0,4546.74,4600.0,21.985947,204
2017-08-30 13:59:59.999,4590.01,4609.92,4556.0,4556.0,13.833165,156
2017-08-30 14:59:59.999,4554.07,4574.3,4532.8,4536.82,20.69812,159
2017-08-30 15:59:59.999,4536.82,4571.87,4516.87,4547.74,17.613702,186
2017-08-30 16:59:59.999,4547.74,4565.0,4531.53,4547.26,24.531157,134
2017-08-30 17:59:59.999,4561.69,4579.91,4547.24,4547.9,32.289173,152
2017-08-30 18:59:59.999,4547.91,4579.85,4547.81,4555.14,41.047671,263
